zone,gender,age,indigenous,fam_members,eapop,labcat,labbranch,firm_size,formality,work_hours,work_income,educ,poverty,job_tenure
urban,man,16,other,4,0,,,,,,,9,notpoor,
urban,woman,28,indigenous,4,0,,,,,,,4,notpoor,
urban,man,30,indigenous,4,1,employer,construction,small,0,48,6020,9,notpoor,2
urban,woman,13,other,4,0,,,,,,,6,notpoor,
urban,woman,7,other,4,0,,,,,,,1,notpoor,
urban,man,42,indigenous,7,1,selfemployed,manufacture,small,0,90,3970,6,poor,10
urban,woman,42,indigenous,7,1,unpaid,manufacture,small,0,90,0,2,poor,10
urban,man,21,indigenous,7,0,,,,,,,12,poor,
urban,woman,20,other,7,0,,,,,,,12,poor,
urban,woman,19,other,7,0,,,,,,,11,poor,
urban,man,13,other,7,0,,,,,,,7,poor,
urban,man,9,other,7,0,,,,,,,3,poor,
urban,man,61,indigenous,5,1,selfemployed,agriculture,small,0,24,833.3333,8,notpoor,15
urban,woman,63,indigenous,5,1,selfemployed,trade,small,0,20,5850,3,notpoor,20
urban,man,33,indigenous,5,0,,,,,,,14,notpoor,
urban,man,30,indigenous,5,1,employee,manufacture,medium,0,48,2800,15,notpoor,1
urban,man,47,indigenous,5,0,,,,,,,0,notpoor,
urban,man,39,indigenous,4,1,employee,trade,medium,0,48,2191.667,12,notpoor,2
urban,woman,31,indigenous,4,1,selfemployed,manufacture,small,0,25,2580,12,notpoor,5
urban,woman,15,other,4,0,,,,,,,9,notpoor,
urban,man,10,other,4,0,,,,,,,4,notpoor,
urban,woman,30,other,2,0,,,,,,,12,notpoor,
urban,woman,5,other,2,0,,,,,,,0,notpoor,
urban,man,78,indigenous,1,0,,,,,,,0,poor,
urban,man,57,indigenous,5,1,selfemployed,manufacture,small,0,50,1900,7,notpoor,30
urban,woman,54,indigenous,5,1,selfemployed,manufacture,small,0,40,1100,4,notpoor,27
urban,man,30,other,5,1,employee,services,small,1,48,2091.667,17,notpoor,4
urban,man,23,other,5,0,,,,,,,15,notpoor,
urban,woman,21,other,5,0,,,,,,,13,notpoor,
urban,man,32,indigenous,4,1,employee,services,medium,1,16,2200,17,poor,5
urban,woman,26,other,4,0,,,,,,,15,poor,
urban,woman,4,other,4,0,,,,,,,0,poor,
urban,man,2,other,4,0,,,,,,,,poor,
urban,woman,28,indigenous,2,0,,,,,,,17,poor,
urban,man,0,other,2,0,,,,,,,,poor,
urban,man,40,indigenous,6,1,employee,construction,small,0,48,3600,12,notpoor,3
urban,woman,30,indigenous,6,1,selfemployed,trade,small,0,24,2400,8,notpoor,2
urban,man,16,other,6,0,,,,,,,10,notpoor,
urban,woman,6,other,6,0,,,,,,,0,notpoor,
urban,man,1,other,6,0,,,,,,,,notpoor,
urban,woman,76,indigenous,6,0,,,,,,,0,notpoor,
urban,man,53,indigenous,4,1,selfemployed,services,small,0,40,2700,5,notpoor,25
urban,woman,50,indigenous,4,1,selfemployed,manufacture,small,0,20,650,2,notpoor,12
urban,man,28,other,4,1,employee,services,medium,0,24,1400,12,notpoor,1
urban,man,25,other,4,1,employee,transportation,medium,0,56,1800,11,notpoor,1
urban,woman,47,indigenous,3,1,selfemployed,services,small,0,48,1800,4,notpoor,13
urban,man,44,indigenous,3,1,employee,trade,small,0,72,1800,5,notpoor,12
urban,woman,17,indigenous,3,0,,,,,,,11,notpoor,
urban,man,45,indigenous,4,1,employer,manufacture,small,0,48,5400,12,notpoor,5
urban,woman,43,indigenous,4,0,,,,,,,12,notpoor,
urban,man,17,other,4,0,,,,,,,10,notpoor,
urban,woman,15,other,4,0,,,,,,,9,notpoor,
urban,man,66,indigenous,4,1,selfemployed,manufacture,small,0,42,3000,8,notpoor,10
urban,woman,68,indigenous,4,0,,,,,,,0,notpoor,
urban,woman,36,other,4,0,,,,,,,12,notpoor,
urban,man,7,other,4,0,,,,,,,1,notpoor,
urban,woman,41,other,2,1,employee,services,large,1,30,3000,16,notpoor,10
urban,man,16,other,2,0,,,,,,,10,notpoor,
urban,woman,52,indigenous,1,1,selfemployed,trade,small,0,42,500,5,poor,5
urban,woman,78,indigenous,1,0,,,,,,,0,poor,
urban,man,38,other,4,1,employee,construction,small,0,48,3870,16,notpoor,0.1666667
urban,woman,38,other,4,0,,,,,,,17,notpoor,
urban,man,11,other,4,0,,,,,,,5,notpoor,
urban,man,2,other,4,0,,,,,,,,notpoor,
urban,man,64,indigenous,2,1,selfemployed,trade,small,0,84,4500,3,notpoor,15
urban,woman,60,indigenous,2,0,,,,,,,5,notpoor,
urban,man,34,indigenous,1,1,employee,services,large,1,40,3291.667,14,notpoor,15
urban,woman,59,indigenous,4,1,selfemployed,trade,small,0,16,2340,10,notpoor,10
urban,man,35,indigenous,4,1,employee,services,medium,1,30,4383.333,17,notpoor,11
urban,woman,29,indigenous,4,0,,,,,,,12,notpoor,
urban,man,5,other,4,0,,,,,,,0,notpoor,
urban,woman,62,other,1,0,,,,,,,12,notpoor,
urban,woman,27,indigenous,3,1,selfemployed,agriculture,small,0,12,45.83333,5,notpoor,2
urban,man,33,other,3,1,employee,construction,medium,0,48,3425,12,notpoor,2
urban,woman,8,other,3,0,,,,,,,3,notpoor,
urban,woman,25,other,3,0,,,,,,,10,notpoor,
urban,man,25,other,3,1,employee,services,medium,1,30,2191.667,12,notpoor,2
urban,woman,0,other,3,0,,,,,,,,notpoor,
urban,man,40,other,3,1,selfemployed,manufacture,small,0,48,7590,17,notpoor,7
urban,woman,33,other,3,0,,,,,,,,notpoor,
urban,man,11,other,3,0,,,,,,,5,notpoor,
urban,man,62,other,2,1,selfemployed,agriculture,small,1,4,20,12,notpoor,10
urban,woman,63,other,2,0,,,,,,,5,notpoor,
urban,man,69,indigenous,3,0,,,,,,,7,notpoor,
urban,woman,65,indigenous,3,0,,,,,,,2,notpoor,
urban,man,35,indigenous,3,1,employee,services,medium,1,40,2800,17,notpoor,0.4166667
urban,man,23,other,2,0,,,,,,,15,poor,
urban,woman,20,other,2,0,,,,,,,13,poor,
urban,man,37,other,5,1,employee,construction,medium,0,72,5826,10,notpoor,16
urban,woman,34,other,5,0,,,,,,,4,notpoor,
urban,woman,12,other,5,0,,,,,,,4,notpoor,
urban,man,9,other,5,0,,,,,,,3,notpoor,
urban,man,7,other,5,0,,,,,,,2,notpoor,
urban,woman,50,other,4,1,selfemployed,services,small,0,15,1200,4,notpoor,20
urban,woman,22,other,4,1,employee,trade,small,0,21,2100,6,notpoor,0.0833333
urban,man,16,other,4,1,employee,construction,small,0,48,2150,6,notpoor,1
urban,man,12,other,4,0,,,,,,,5,notpoor,
urban,man,49,other,5,1,selfemployed,trade,small,0,49,2145.7,4,poor,8
urban,woman,47,other,5,1,unpaid,trade,small,0,56,0,5,poor,8
urban,woman,24,other,5,1,,,,0,,,14,poor,
urban,man,22,other,5,1,,,,0,,,13,poor,
urban,woman,18,other,5,0,,,,,,,11,poor,
urban,man,41,other,4,1,selfemployed,manufacture,small,0,30,1680,12,poor,10
urban,woman,42,other,4,0,,,,,,,6,poor,
urban,woman,15,other,4,0,,,,,,,9,poor,
urban,woman,2,other,4,0,,,,,,,,poor,
urban,man,38,other,1,1,employee,construction,medium,1,48,7033.333,17,notpoor,8
urban,man,45,other,6,1,employee,construction,medium,0,48,2500,8,poor,0.1666667
urban,woman,35,indigenous,6,0,,,,,,,6,poor,
urban,woman,14,other,6,0,,,,,,,8,poor,
urban,man,12,other,6,0,,,,,,,6,poor,
urban,woman,10,other,6,0,,,,,,,4,poor,
urban,woman,6,other,6,0,,,,,,,0,poor,
urban,man,64,indigenous,5,0,,,,,,,3,notpoor,
urban,man,37,other,5,1,employer,manufacture,small,0,51,2795,12,notpoor,5
urban,man,34,other,5,1,employee,manufacture,small,0,48,2000,12,notpoor,4
urban,woman,23,other,5,0,,,,,,,16,notpoor,
urban,woman,17,other,5,0,,,,,,,11,notpoor,
urban,man,41,other,10,0,,,,,,,11,poor,
urban,woman,37,other,10,1,selfemployed,trade,small,0,24,340,9,poor,10
urban,man,19,other,10,0,,,,,,,12,poor,
urban,man,16,other,10,0,,,,,,,8,poor,
urban,man,13,other,10,0,,,,,,,6,poor,
urban,man,11,other,10,0,,,,,,,4,poor,
urban,man,1,other,10,0,,,,,,,,poor,
urban,man,20,other,10,1,employee,trade,medium,0,48,2060,12,poor,1
urban,woman,22,other,10,1,employee,services,,0,48,1200,12,poor,2
urban,woman,0,other,10,0,,,,,,,,poor,
urban,man,68,indigenous,3,1,selfemployed,transportation,small,0,24,3000,5,notpoor,8
urban,woman,24,indigenous,3,0,,,,,,,13,notpoor,
urban,man,20,indigenous,3,1,employee,trade,small,0,48,2580,13,notpoor,0.6666667
urban,man,46,indigenous,5,1,selfemployed,transportation,small,0,90,5550,12,notpoor,12
urban,woman,46,indigenous,5,1,unpaid,transportation,small,0,60,0,7,notpoor,12
urban,man,15,indigenous,5,0,,,,,,,9,notpoor,
urban,woman,21,indigenous,5,1,employee,trade,small,0,20,3612.5,12,notpoor,4
urban,woman,2,indigenous,5,0,,,,,,,,notpoor,
urban,man,35,indigenous,2,1,employee,services,large,1,40,5666.667,15,notpoor,15
urban,man,6,indigenous,2,0,,,,,,,0,notpoor,
urban,man,66,indigenous,5,1,selfemployed,transportation,small,0,60,3900,8,notpoor,15
urban,woman,58,indigenous,5,1,selfemployed,trade,small,0,54,2550,5,notpoor,15
urban,woman,19,indigenous,5,0,,,,,,,11,notpoor,
urban,woman,17,indigenous,5,0,,,,,,,9,notpoor,
urban,woman,13,indigenous,5,0,,,,,,,7,notpoor,
urban,man,40,indigenous,5,1,employee,services,medium,1,48,4925,16,notpoor,20
urban,woman,39,indigenous,5,1,employee,services,medium,1,20,3291.667,17,notpoor,10
urban,man,19,indigenous,5,0,,,,,,,13,notpoor,
urban,man,15,indigenous,5,0,,,,,,,9,notpoor,
urban,woman,0,other,5,0,,,,,,,,notpoor,
urban,woman,45,indigenous,4,1,selfemployed,trade,small,0,66,774,6,notpoor,0.1666667
urban,man,35,indigenous,4,1,selfemployed,transportation,small,0,84,3000,12,notpoor,15
urban,man,21,other,4,1,employee,construction,medium,0,48,2400,11,notpoor,0.5
urban,man,11,other,4,0,,,,,,,5,notpoor,
urban,man,50,indigenous,3,1,employee,basicservices,medium,1,48,4164.167,15,notpoor,15
urban,woman,46,indigenous,3,0,,,,,,,12,notpoor,
urban,woman,76,indigenous,3,0,,,,,,,0,notpoor,
urban,man,50,indigenous,5,1,employee,services,large,1,36,5883.333,17,notpoor,25
urban,woman,46,indigenous,5,1,selfemployed,trade,small,0,48,2580,15,notpoor,5
urban,woman,24,other,5,0,,,,,,,15,notpoor,
urban,woman,20,other,5,0,,,,,,,11,notpoor,
urban,man,84,indigenous,5,0,,,,,,,0,notpoor,
urban,man,45,other,2,1,selfemployed,trade,small,0,30,1500,5,notpoor,2
urban,woman,18,other,2,1,employee,services,,0,25,500,10,notpoor,1
urban,man,73,other,2,1,selfemployed,manufacture,small,0,48,1075,12,notpoor,35
urban,woman,19,other,2,1,employee,services,small,0,48,600,12,notpoor,0.1666667
urban,man,44,indigenous,8,1,employee,trade,medium,0,60,2520,22,poor,10
urban,woman,38,indigenous,8,1,,,,0,,,12,poor,
urban,woman,19,indigenous,8,1,,,,0,,,12,poor,
urban,woman,14,indigenous,8,0,,,,,,,8,poor,
urban,woman,10,indigenous,8,0,,,,,,,4,poor,
urban,woman,8,indigenous,8,0,,,,,,,2,poor,
urban,woman,5,indigenous,8,0,,,,,,,0,poor,
urban,man,2,other,8,0,,,,,,,,poor,
urban,man,30,indigenous,4,1,employee,finance,medium,1,50,3266.667,22,notpoor,3
urban,woman,33,indigenous,4,1,employee,services,large,1,35,3791.667,17,notpoor,4
urban,woman,11,indigenous,4,0,,,,,,,6,notpoor,
urban,man,0,other,4,0,,,,,,,,notpoor,
urban,man,63,indigenous,4,1,selfemployed,transportation,small,0,70,5100,8,notpoor,23
urban,woman,54,indigenous,4,0,,,,,,,4,notpoor,
urban,woman,16,other,4,0,,,,,,,9,notpoor,
urban,man,14,other,4,0,,,,,,,8,notpoor,
urban,man,55,indigenous,5,1,employee,services,small,1,32,3058.333,10,notpoor,30
urban,woman,55,indigenous,5,1,selfemployed,trade,small,0,105,150,0,notpoor,8
urban,man,33,other,5,1,,,,0,,,17,notpoor,
urban,man,12,other,5,1,unpaid,trade,small,0,6,0,7,notpoor,3
urban,woman,23,other,5,1,,,,0,,,17,notpoor,
urban,man,37,indigenous,4,1,selfemployed,construction,small,0,48,3000,12,notpoor,8
urban,woman,39,indigenous,4,1,selfemployed,trade,small,0,40,2500,12,notpoor,5
urban,man,11,other,4,0,,,,,,,5,notpoor,
urban,woman,6,other,4,0,,,,,,,0,notpoor,
urban,woman,21,indigenous,2,1,selfemployed,trade,small,0,105,2280,12,notpoor,1
urban,woman,1,other,2,0,,,,,,,,notpoor,
urban,man,40,other,7,1,selfemployed,transportation,small,0,65,5280,17,notpoor,8
urban,woman,38,indigenous,7,1,selfemployed,trade,small,0,70,2280,11,notpoor,20
urban,woman,19,other,7,0,,,,,,,12,notpoor,
urban,woman,11,other,7,0,,,,,,,5,notpoor,
urban,woman,9,other,7,0,,,,,,,3,notpoor,
urban,man,8,other,7,0,,,,,,,2,notpoor,
urban,woman,3,other,7,0,,,,,,,,notpoor,
urban,man,39,indigenous,7,1,selfemployed,services,small,0,105,2300,12,poor,8
urban,woman,33,indigenous,7,0,,,,,,,6,poor,
urban,man,14,other,7,0,,,,,,,7,poor,
urban,man,9,other,7,0,,,,,,,2,poor,
urban,woman,7,other,7,0,,,,,,,1,poor,
urban,man,5,other,7,0,,,,,,,0,poor,
urban,man,0,other,7,0,,,,,,,,poor,
urban,man,42,other,4,1,selfemployed,trade,small,0,48,7500,12,notpoor,8
urban,woman,38,other,4,1,unpaid,trade,small,0,48,0,4,notpoor,8
urban,woman,17,other,4,0,,,,,,,12,notpoor,
urban,man,11,other,4,0,,,,,,,5,notpoor,
urban,man,60,other,5,1,selfemployed,transportation,small,0,60,2850,2,notpoor,5
urban,woman,65,indigenous,5,0,,,,,,,1,notpoor,
urban,woman,33,other,5,1,employee,trade,small,0,48,2000,11,notpoor,5
urban,woman,9,other,5,0,,,,,,,2,notpoor,
urban,man,9,other,5,0,,,,,,,2,notpoor,
urban,man,31,other,4,1,selfemployed,construction,small,0,48,4200,1,notpoor,1
urban,woman,29,other,4,1,selfemployed,manufacture,small,0,56,800,12,notpoor,0.0833333
urban,man,7,other,4,0,,,,,,,1,notpoor,
urban,woman,6,other,4,0,,,,,,,0,notpoor,
urban,man,53,other,4,1,employee,services,medium,1,48,4616.667,16,notpoor,23
urban,woman,49,other,4,0,,,,,,,5,notpoor,
urban,man,26,other,4,1,employee,trade,small,0,54,1500,,notpoor,2
urban,man,8,other,4,0,,,,,,,2,notpoor,
urban,man,78,indigenous,2,1,employee,construction,small,0,44,2730,12,notpoor,10
urban,woman,68,indigenous,2,0,,,,,,,4,notpoor,
urban,man,68,indigenous,1,1,employer,manufacture,small,0,60,5160,12,notpoor,10
urban,man,54,indigenous,5,1,employee,services,medium,1,25,3983.333,17,notpoor,20
urban,woman,39,indigenous,5,0,,,,,,,12,notpoor,
urban,woman,22,indigenous,5,1,employee,trade,small,0,48,2000,12,notpoor,0.6666667
urban,man,11,indigenous,5,0,,,,,,,5,notpoor,
urban,man,9,indigenous,5,0,,,,,,,3,notpoor,
urban,woman,65,indigenous,1,1,employee,trade,small,0,56,1720,5,notpoor,0.5
urban,man,26,indigenous,3,1,employee,construction,small,0,48,10500,6,notpoor,1
urban,woman,29,other,3,1,employee,trade,small,0,60,2708.333,12,notpoor,2
urban,man,5,other,3,0,,,,,,,0,notpoor,
urban,man,46,other,1,1,selfemployed,transportation,small,0,60,3000,12,notpoor,25
urban,man,49,other,4,1,employee,construction,small,0,48,3466.667,12,notpoor,10
urban,woman,52,other,4,0,,,,,,,8,notpoor,
urban,man,26,other,4,0,,,,,,,14,notpoor,
urban,man,22,other,4,0,,,,,,,13,notpoor,
urban,man,52,indigenous,6,1,employer,manufacture,small,0,90,2150,5,poor,15
urban,woman,51,other,6,1,unpaid,manufacture,small,0,5,0,0,poor,15
urban,woman,27,other,6,1,unpaid,manufacture,small,0,50,0,17,poor,10
urban,man,22,other,6,1,unpaid,manufacture,small,0,50,0,12,poor,6
urban,woman,20,other,6,1,unpaid,manufacture,small,0,40,0,12,poor,3
urban,woman,18,other,6,1,,,,0,,,12,poor,
urban,man,53,other,1,1,employee,services,medium,1,40,2301.25,15,notpoor,7
urban,man,29,indigenous,5,1,employee,construction,medium,0,48,3612,12,notpoor,0.75
urban,woman,28,other,5,1,employee,services,medium,1,40,3287.5,12,notpoor,5
urban,woman,4,other,5,0,,,,,,,0,notpoor,
urban,woman,2,other,5,0,,,,,,,,notpoor,
urban,man,0,other,5,0,,,,,,,,notpoor,
urban,man,65,indigenous,3,0,,,,,,,5,notpoor,
urban,woman,62,indigenous,3,1,selfemployed,trade,small,0,98,1225.5,0,notpoor,3
urban,woman,22,indigenous,3,1,employee,services,small,0,16,1500,13,notpoor,0.4166667
urban,man,56,indigenous,2,1,employee,services,large,1,48,3835.417,16,notpoor,34
urban,man,20,indigenous,2,1,employee,construction,large,0,48,2000,12,notpoor,0.25
urban,woman,86,indigenous,1,0,,,,,,,5,notpoor,
urban,man,42,indigenous,4,1,selfemployed,manufacture,small,0,48,2600,14,poor,10
urban,woman,37,indigenous,4,0,,,,,,,9,poor,
urban,man,12,indigenous,4,0,,,,,,,6,poor,
urban,man,10,indigenous,4,0,,,,,,,4,poor,
urban,man,22,other,3,1,employee,services,large,0,48,1930,15,notpoor,0.1666667
urban,woman,21,indigenous,3,1,selfemployed,manufacture,small,0,45,1677,14,notpoor,0.4166667
urban,woman,0,indigenous,3,0,,,,,,,,notpoor,
urban,man,24,other,4,1,employee,trade,small,0,48,2405,8,poor,0.0383583
urban,woman,24,indigenous,4,1,selfemployed,manufacture,small,0,16,430,12,poor,0.3333333
urban,man,3,other,4,0,,,,,,,,poor,
urban,man,1,other,4,0,,,,,,,,poor,
urban,woman,28,other,4,1,selfemployed,trade,small,0,20,2700,12,poor,0.1666667
urban,man,7,other,4,0,,,,,,,1,poor,
urban,woman,4,other,4,0,,,,,,,0,poor,
urban,woman,0,other,4,0,,,,,,,,poor,
urban,man,44,indigenous,3,1,employee,manufacture,medium,1,48,3533.333,,notpoor,9
urban,woman,39,indigenous,3,1,selfemployed,trade,small,0,20,1500,3,notpoor,8
urban,man,16,indigenous,3,0,,,,,,,10,notpoor,
urban,woman,48,indigenous,1,1,selfemployed,trade,small,0,32,3203.5,3,notpoor,1
urban,man,30,other,5,1,selfemployed,services,small,0,48,3300,12,poor,2
urban,woman,30,other,5,0,,,,,,,15,poor,
urban,woman,8,other,5,0,,,,,,,0,poor,
urban,woman,4,other,5,0,,,,,,,0,poor,
urban,woman,1,other,5,0,,,,,,,,poor,
urban,woman,40,indigenous,4,1,selfemployed,trade,small,0,42,2100,2,notpoor,10
urban,woman,23,indigenous,4,0,,,,,,,15,notpoor,
urban,woman,21,indigenous,4,1,employee,services,medium,1,40,2400,12,notpoor,3
urban,woman,15,indigenous,4,0,,,,,,,8,notpoor,
urban,man,22,other,1,1,employee,manufacture,medium,0,32,1300,12,notpoor,0.1666667
urban,man,39,indigenous,4,1,selfemployed,services,small,0,24,225,12,poor,10
urban,woman,34,indigenous,4,1,employee,trade,small,0,20,640,6,poor,3
urban,woman,13,other,4,0,,,,,,,7,poor,
urban,woman,10,other,4,0,,,,,,,5,poor,
urban,man,29,indigenous,6,1,selfemployed,construction,small,0,48,4500,12,poor,10
urban,woman,29,indigenous,6,0,,,,,,,12,poor,
urban,man,10,other,6,0,,,,,,,4,poor,
urban,man,6,indigenous,6,0,,,,,,,0,poor,
urban,woman,4,other,6,0,,,,,,,0,poor,
urban,woman,1,other,6,0,,,,,,,,poor,
urban,woman,65,indigenous,1,1,selfemployed,trade,small,0,24,1350,0,notpoor,20
urban,woman,37,indigenous,3,1,selfemployed,trade,small,0,36,900,3,poor,20
urban,man,10,other,3,0,,,,,,,3,poor,
urban,man,2,other,3,0,,,,,,,,poor,
urban,man,42,indigenous,4,1,selfemployed,transportation,small,0,72,5010,12,notpoor,5
urban,woman,40,indigenous,4,1,selfemployed,manufacture,small,0,60,3370,11,notpoor,7
urban,man,17,indigenous,4,1,unpaid,manufacture,small,0,9,0,10,notpoor,1
urban,woman,10,other,4,0,,,,,,,4,notpoor,
urban,woman,41,indigenous,5,1,employee,trade,small,0,98,1700,2,poor,1
urban,man,18,other,5,0,,,,,,,11,poor,
urban,man,15,other,5,0,,,,,,,8,poor,
urban,man,10,other,5,0,,,,,,,1,poor,
urban,woman,13,other,5,0,,,,,,,7,poor,
urban,woman,43,indigenous,1,1,employee,services,,0,72,2183.333,3,notpoor,3
urban,man,48,other,6,1,employee,finance,medium,0,48,3500,15,notpoor,0.5
urban,woman,44,other,6,1,selfemployed,trade,small,0,20,2150,6,notpoor,5
urban,man,18,other,6,0,,,,,,,11,notpoor,
urban,man,16,other,6,0,,,,,,,10,notpoor,
urban,man,11,other,6,0,,,,,,,5,notpoor,
urban,man,3,other,6,0,,,,,,,,notpoor,
urban,man,61,indigenous,1,1,selfemployed,transportation,small,0,32,3000,3,notpoor,25
urban,man,57,indigenous,5,1,selfemployed,trade,small,0,48,3000,4,notpoor,0.6666667
urban,woman,53,indigenous,5,0,,,,,,,1,notpoor,
urban,man,27,indigenous,5,1,employer,trade,small,0,60,5700,12,notpoor,5
urban,man,25,indigenous,5,1,unpaid,trade,small,0,54,0,12,notpoor,3
urban,man,20,indigenous,5,1,unpaid,trade,small,0,54,0,12,notpoor,3
urban,woman,36,indigenous,4,1,selfemployed,manufacture,small,0,60,2590,5,notpoor,7
urban,woman,15,other,4,0,,,,,,,9,notpoor,
urban,man,14,other,4,0,,,,,,,7,notpoor,
urban,man,12,other,4,0,,,,,,,5,notpoor,
urban,man,48,other,5,1,selfemployed,manufacture,small,0,60,2400,11,poor,30
urban,woman,46,indigenous,5,0,,,,,,,9,poor,
urban,man,20,other,5,0,,,,,,,12,poor,
urban,man,17,other,5,0,,,,,,,10,poor,
urban,woman,14,other,5,0,,,,,,,8,poor,
urban,man,18,other,1,1,employee,services,small,0,30,1600,11,notpoor,0.5
urban,woman,32,other,3,1,selfemployed,manufacture,small,0,50,2090,5,notpoor,2
urban,man,17,other,3,0,,,,,,,11,notpoor,
urban,woman,32,other,3,1,employee,trade,small,0,50,1500,12,notpoor,1
urban,man,40,indigenous,5,1,selfemployed,transportation,small,0,84,4350,11,notpoor,10
urban,woman,38,indigenous,5,1,selfemployed,manufacture,small,0,24,4440,11,notpoor,5
urban,man,17,indigenous,5,0,,,,,,,11,notpoor,
urban,man,12,indigenous,5,0,,,,,,,5,notpoor,
urban,woman,85,indigenous,5,0,,,,,,,0,notpoor,
urban,man,40,indigenous,4,1,selfemployed,transportation,small,0,72,4200,12,notpoor,2
urban,woman,37,indigenous,4,1,selfemployed,manufacture,small,0,40,1200,9,notpoor,5
urban,man,16,other,4,0,,,,,,,11,notpoor,
urban,woman,14,other,4,0,,,,,,,7,notpoor,
urban,man,50,indigenous,2,1,selfemployed,transportation,small,0,72,3980,12,notpoor,10
urban,woman,44,indigenous,2,1,employee,trade,small,0,48,3291.667,12,notpoor,4
urban,man,43,indigenous,5,1,selfemployed,transportation,small,0,72,4440,6,notpoor,2
urban,woman,42,indigenous,5,0,,,,,,,5,notpoor,
urban,man,13,other,5,0,,,,,,,7,notpoor,
urban,woman,11,other,5,0,,,,,,,5,notpoor,
urban,woman,10,other,5,0,,,,,,,3,notpoor,
urban,man,29,other,4,1,employee,construction,small,0,48,3600,10,notpoor,0.75
urban,woman,27,other,4,0,,,,,,,12,notpoor,
urban,woman,6,other,4,0,,,,,,,0,notpoor,
urban,man,0,other,4,0,,,,,,,,notpoor,
urban,man,23,indigenous,2,1,employee,manufacture,medium,0,72,1700,12,notpoor,0.5833333
urban,woman,20,indigenous,2,1,,,,0,,,10,notpoor,
urban,man,58,indigenous,3,1,selfemployed,agriculture,small,0,30,1327.5,4,notpoor,20
urban,woman,51,indigenous,3,1,selfemployed,trade,small,0,27,7500,4,notpoor,5
urban,woman,28,indigenous,3,0,,,,,,,12,notpoor,
urban,man,76,indigenous,4,1,selfemployed,services,small,0,40,2700,5,notpoor,40
urban,woman,66,indigenous,4,1,selfemployed,trade,small,0,60,780,0,notpoor,0.6666667
urban,man,26,other,4,0,,,,,,,13,notpoor,
urban,woman,88,indigenous,4,0,,,,,,,0,notpoor,
urban,man,48,indigenous,3,1,employee,finance,medium,0,48,3816.667,12,notpoor,23
